wkt_geom	SALE
POLYGON((-83.22595241599185556 38.70835165631477537,-83.22602841912257077 38.70832481801482317,-83.22726505263956653 38.70889563347058271,-83.22877221197123276 38.70914489669615222,-83.2299136179391752 38.70951147001419912,-83.23116749629623712 38.71010734924171715,-83.2321096321039704 38.71041078198474139,-83.2319925667619458 38.71061197048526026,-83.23187895083216858 38.71080790349620315,-83.23177906763038436 38.71097633529954862,-83.23164120133561994 38.71119987987850664,-83.23144089506693888 38.71148478795632286,-83.23133766438088799 38.71166860052161951,-83.23123441051257032 38.71185022200467074,-83.23115202488895648 38.71201687004688807,-83.23113485820101687 38.71205130123744453,-83.23103470458971742 38.71219390451867781,-83.23084504117531424 38.71249217364895401,-83.23063816468457787 38.71282023898762503,-83.23047323287153176 38.7131381725016297,-83.2304491826411379 38.7131865216558495,-83.2281928767526864 38.71257745268703587,-83.22833543321372929 38.71245039964945533,-83.22850540450336609 38.71228075630052956,-83.22861240223713253 38.7121216372884831,-83.22868435761786543 38.71196248164338982,-83.22872171941658337 38.71184717517382978,-83.2287415571899345 38.71173172689159259,-83.22872284230027162 38.7116159595029643,-83.22866212778208705 38.71150543851815939,-83.22860147305716794 38.71140036475622992,-83.22855167275096733 38.71132872912204448,-83.22843878876037138 38.71125642136617984,-83.22831533577110008 38.71117868873104584,-83.22818136725679494 38.71110072037281213,-83.2280998542817656 38.71101225283740632,-83.22800443851524221 38.71093460084010474,-83.22792660362256356 38.71086262857334503,-83.2278491038893975 38.71082355958599663,-83.22775380159524161 38.71075688704915052,-83.22765487884018398 38.71067925691376388,-83.22758032244975368 38.71058525353195989,-83.22750915797591631 38.71048028949740427,-83.22743448556383328 38.71037530363066281,-83.2273877405480107 38.71025945761476095,-83.22735902383391249 38.71019317996773879,-83.22729836911670986 38.71008814947616372,-83.22725563585144926 38.710021960261912,-83.22723715318477389 38.70992816293419736,-83.2271593162241885 38.70985614624400739,-83.22705700755386715 38.70978951735386886,-83.22699335995383763 38.70973418775800212,-83.22694000009759918 38.70965656887991457,-83.22687629584090985 38.70959570408320616,-83.22679128603635945 38.70950730163596631,-83.2267099995978441 38.70944053986267619,-83.22668216271382846 38.70942610810631379,-83.22617809935998423 38.70965775341102955,-83.22594567421488421 38.71035649514423937,-83.22564176734390173 38.71076068526822667,-83.22554623726108503 38.71145856687329712,-83.22520644784808042 38.71170207070548486,-83.22435188286641505 38.7118147199460978,-83.22449235753991559 38.7121624742423478,-83.22511668768569848 38.71296310006183461,-83.22565005589412124 38.71327543096430901,-83.22563158946132944 38.71328764514709775,-83.2255482689375583 38.71336423884711309,-83.22547545776704681 38.71344076633160114,-83.22539937343140082 38.71353953597937192,-83.22534832570387664 38.71368787685022994,-83.22530445490845352 38.71385260054083943,-83.22517409856868653 38.71412718896639404,-83.22506663676364269 38.71424207585714328,-83.22515462658100205 38.71414800643954379,-83.22641094055990152 38.71426301526553004,-83.22732804420296304 38.71439176079078237,-83.22801645356079803 38.7145443659395454,-83.22847685345784896 38.71478809664812815,-83.22893818408101652 38.71512150514029571,-83.22923772148044463 38.71533005525277105,-83.22920313520135949 38.71537472006592395,-83.22905387979636771 38.71551463110301938,-83.22890124927880606 38.71566717466753005,-83.22876238671659621 38.71579543513646371,-83.22855739510262651 38.71596808718398819,-83.22841493364182952 38.71608731713354246,-83.22823748911604014 38.71621281416513227,-83.22809488267603228 38.71631805761495571,-83.22792788296396793 38.71643692576051166,-83.22768750883147959 38.71657736652629467,-83.22747487026526869 38.71668884219918283,-83.22723419801512534 38.71680045317985019,-83.22707737064432365 38.7168863065085489,-83.22704254327121021 38.71690737767826818,-83.22694163744642992 38.71697858899613465,-83.22681625662367821 38.71705514958990335,-83.22676065314450966 38.7171008056230832,-83.22664958427552051 38.71721206484286171,-83.22575496791169769 38.71727165077951582,-83.22504228837361495 38.71754519540628081,-83.22449143246326742 38.71685358952563405,-83.22268464406806743 38.71648376354320931,-83.22228034030885624 38.71612755072337819,-83.2222461353468077 38.71599891382346925,-83.22231232278460311 38.71598187058582852,-83.22238920168838661 38.71596023525128061,-83.22245924337219947 38.71595512015474583,-83.22273917901654272 38.7159127357313082,-83.22282295707441335 38.71588033182202793,-83.2229137444365108 38.71584792781888495,-83.2229728771073809 38.71580418179840422,-83.22304942240265291 38.71574960148850408,-83.2231361406365977 38.71566200518191181,-83.22331274799469725 38.71545388703039947,-83.22331434907611936 38.71545180373191641,-83.22275049675063485 38.7150850836705871,-83.22171422424875686 38.71488899659541261,-83.21970967537764352 38.71433933610327216,-83.21988333410828886 38.71400128115729444,-83.22118505500334606 38.71255815694561875,-83.22145143578659088 38.71171876314247839,-83.22215672291342514 38.71137258129299852,-83.22287356045190165 38.71118035817809044,-83.22362324845140336 38.71085383411994485,-83.22406407277684082 38.71044878923969179,-83.22440111430799448 38.70993712014593058,-83.22459339031391323 38.70966237668749699,-83.22521813496513232 38.70957319039488453,-83.22589090272759904 38.70913192523257607,-83.22593613023809667 38.70915517443241782,-83.2260767627163176 38.70920015125223301,-83.22596865227710339 38.70916557377059064,-83.22582351458322591 38.7083924523118128,-83.22587560233226611 38.70837874129832556,-83.22595241599185556 38.70835165631477537))	1008
MULTIPOLYGON(((-83.158561593208006 38.76364133785804711,-83.15900756668195015 38.76358120888483683,-83.16010757292986 38.76436461238844799,-83.16063362622510624 38.76500322897380357,-83.16122759521502417 38.76560032224159613,-83.16206021833774287 38.76587522706366684,-83.16353924624193894 38.76595091003409266,-83.16351212063696607 38.76605017191705116,-83.16350588462424298 38.76613309710199928,-83.16346803614442251 38.76621054236398578,-83.16346927546670997 38.76634259305108543,-83.16347743052472197 38.76646413433370952,-83.16349254051735329 38.76657971298044458,-83.16351885160187862 38.76676730914657298,-83.1635416541852095 38.76695475250929235,-83.16355053187017177 38.76715325906254606,-83.16354275549585395 38.76744573382182324,-83.16357747852053706 38.76778215450239884,-83.16358661656687445 38.76800837536357136,-83.16358884038294264 38.76824527586544633,-83.16354552677032075 38.76848827311582824,-83.16220315733463053 38.76823526611229909,-83.16196917148512568 38.76737288067748466,-83.16146061920314025 38.76692336963220242,-83.16051302759976238 38.76671492399754015,-83.15988071665185544 38.76651289352448515,-83.15936769760455149 38.76614565942544033,-83.15839190773955636 38.76516411341889068,-83.15795290898408609 38.76484580575319683,-83.15760138102177734 38.7643295742130789,-83.15738873463379832 38.76405932880376781,-83.15788122242256009 38.7639166785779139,-83.158561593208006 38.76364133785804711)),((-83.1573883595309411 38.76017962300991826,-83.15808091467701502 38.75961273567288146,-83.1580864027582578 38.75961535951424253,-83.15819913380262562 38.75967074632890075,-83.15833296094933758 38.75973202309679522,-83.15847370013456441 38.75978235954308104,-83.15862506103441376 38.75984353311472574,-83.15876600692742215 38.75991600716051266,-83.15887157214046965 38.75995496238928695,-83.15905815967055048 38.76003301007293089,-83.15931529455485816 38.76015535802429923,-83.1594985805193545 38.76025530490975513,-83.15958001207496864 38.76033858790996334,-83.15971368552720833 38.76038312850692336,-83.16000635681130859 38.7605552995571756,-83.16020377737480374 38.76066649073960235,-83.16032693171467827 38.76071109084959687,-83.16046122677532537 38.76082204444054469,-83.16062723743692686 38.76094937319424361,-83.16080026267168535 38.76107709260661238,-83.1609415196806907 38.761182341234246,-83.16110041749725212 38.76129889998668432,-83.16128757605829946 38.76143735050033001,-83.16140753632990368 38.76151517511966915,-83.16159768891665749 38.76159868982968959,-83.16170021642525967 38.76168734187459819,-83.16186225760810657 38.76176518267983795,-83.16205622912669071 38.76188188206273111,-83.16222193573337051 38.76197617594404932,-83.16234927164728674 38.76209240076626372,-83.16245190691343225 38.76219237508884419,-83.16257929505927393 38.76231409090149782,-83.16271736084308941 38.76245247519528192,-83.16285511585675749 38.76255765651826835,-83.16303155474277276 38.76267419694904959,-83.1631906147192268 38.76280731441570993,-83.16335642697333697 38.76291284726445951,-83.16349083510125695 38.76303451896458796,-83.16364973968572372 38.76315090397956453,-83.16383711570779269 38.7633118287855325,-83.16390818765485449 38.76341138493076954,-83.16402511262266728 38.76353839284517022,-83.1641070175488295 38.76367109384393217,-83.16420640900111039 38.76379820254059894,-83.16428826297020294 38.76392541216784338,-83.16434886635771306 38.76403043476774712,-83.16447683555925607 38.76421289534690118,-83.1646542094827339 38.76442853653135501,-83.16475768272358948 38.76461654439646765,-83.16473062602996436 38.76472327192927736,-83.16463682073715802 38.7648171714838341,-83.16450475121941111 38.76494449603138293,-83.16434488145563364 38.76509918291028356,-83.16419193671747223 38.76527505723392864,-83.16255214747560842 38.76450919056489397,-83.16207289173983952 38.76393227231451988,-83.16150437117386218 38.76330949085236455,-83.16099530035829446 38.7627095539620754,-83.16033882467864657 38.76218001754563147,-83.15983085734164604 38.76169600117691516,-83.15959286976539033 38.76158143067625161,-83.15920574014779731 38.76135177492169248,-83.15869929515768888 38.76103005284209502,-83.15804371550689211 38.76059324776728232,-83.15768577897584635 38.76031704710977266,-83.1573883595309411 38.76017962300991826)))	1128
MULTIPOLYGON(((-83.33138199819966019 38.70632916576067117,-83.33119898948854143 38.70626184073230291,-83.3310511591866856 38.70620605771782863,-83.33101753632610098 38.70618908671841751,-83.33103274351206835 38.70586020494593527,-83.33350317669994922 38.70630595690612807,-83.33453847307825413 38.70629846398848883,-83.33601426934519907 38.70601733483275098,-83.33680397629285608 38.70608887006027032,-83.33729879934756468 38.7062398072194469,-83.33775301790619494 38.70712506120000995,-83.33780729468043091 38.70879193641723504,-83.33723947286523526 38.70906702792176901,-83.3371007665632817 38.70899218529103081,-83.33697699977460616 38.70889779365654704,-83.33685011897620143 38.708836376973494,-83.3367582857328415 38.70877526033236649,-83.33661394685201174 38.70871920366793972,-83.33648700173380064 38.70865229269097796,-83.33632520788471254 38.70860185398642273,-83.33616393344701123 38.70859534424774751,-83.336026992858109 38.70857218289309998,-83.33590764366836368 38.70855490160882084,-83.3357737562527916 38.70849353182983066,-83.33563973987475038 38.70842122352584624,-83.33553752220682043 38.70837086517035175,-83.33521640068728686 38.70818179906640921,-83.33500774736634753 38.70802078939626512,-83.33479929238627903 38.70787621158945768,-83.33467909943097141 38.70778728325688434,-83.33458344152741404 38.70769873451555299,-83.33444565776267154 38.70760418636004374,-83.33431157915555332 38.7075263414345514,-83.33419502090734454 38.70744836952939494,-83.33408222942516375 38.70739263875852743,-83.33393445620133377 38.70734209525229375,-83.33380407682926716 38.70728070057585057,-83.33371231294238157 38.70722507266086154,-83.33357862406685967 38.70718017653062049,-83.33342046898916067 38.70714068795917484,-83.33325179860806031 38.70710097865816834,-83.33309007527046219 38.70705602656477851,-83.33294230342610831 38.70700547904132804,-83.33280478524999069 38.70693289350332122,-83.33265695581636123 38.70687711526782948,-83.33251950276331854 38.7068100177949006,-83.33242806005517878 38.70678184738325456,-83.33232928997412614 38.70672627173592417,-83.33217074557255444 38.70665353527667207,-83.3320649678976082 38.70659800726424038,-83.33188883664963953 38.70651965042791431,-83.33174457074885311 38.706469076074562,-83.33161062638136229 38.70640221305758644,-83.33151205107594706 38.7063631101643395,-83.33138199819966019 38.70632916576067117)),((-83.32273916472030351 38.70027007811481212,-83.32388724206502673 38.69876725324982658,-83.32390025979898951 38.6987760510873855,-83.32408654746350862 38.69882663385572386,-83.32425538439146351 38.69888278883805555,-83.3244521863496459 38.69893355116520439,-83.32458916901435941 38.69896196205611005,-83.32470856626702016 38.69898500429432175,-83.3248699457712263 38.69900251236900601,-83.32502418359639762 38.69900883002405578,-83.32515078390653684 38.699048297812638,-83.32372680131000209 38.7008517666876628,-83.32273916472030351 38.70027007811481212)),((-83.32305999477424052 38.69830703740368705,-83.32180143111072823 38.69971776511912509,-83.3213937476659936 38.69947764082443342,-83.31984903989625479 38.69805923109469603,-83.32192729221775096 38.69754077567272077,-83.32206166024410265 38.69764634883828336,-83.32219972362049987 38.69776837031194106,-83.32224942121342792 38.69782379121155458,-83.32233752921418102 38.69786816891711823,-83.32246183460321731 38.69801225471430683,-83.32262410856563406 38.69810694411444985,-83.32273324494120459 38.69815172604332076,-83.32288131080055393 38.69822978634421418,-83.32305999477424052 38.69830703740368705)),((-83.33747310080849502 38.70469708403146569,-83.33689343520967441 38.70531556321747502,-83.33517115972269096 38.70559848763703314,-83.33399025684231276 38.70580020512477404,-83.33236110203050373 38.70561881930901649,-83.33078125918382284 38.70543705776794496,-83.32963922497373233 38.70474989321588311,-83.32914080368311716 38.70428988664049541,-83.33039577889105942 38.70318591923517459,-83.32915193506336493 38.70245378662650637,-83.3279498678828503 38.70363615818266823,-83.32705672546069309 38.70314588022051794,-83.32506635165256625 38.70157620553520417,-83.32570179800339361 38.70110806012529991,-83.32787083070817857 38.70109249687195074,-83.32955188079424147 38.70150536729094171,-83.33014933018712611 38.70200329205099621,-83.33106629519367914 38.702423007441773,-83.33114767197864126 38.70248969554864971,-83.33116972530591227 38.70250509971775443,-83.33127485852602945 38.70257853306700468,-83.33141931021457083 38.70264562263744068,-83.33153897052298476 38.70269032313606772,-83.33166531582740788 38.70270751718160085,-83.33180574790243611 38.70273069960582291,-83.33193903634098376 38.70274235161578957,-83.3322126279850437 38.70276620584485272,-83.33235656010126036 38.70278901909613722,-83.33249718642012738 38.70282867687394912,-83.33259549888420281 38.70284581431956639,-83.33270802695442114 38.70287958191163824,-83.33289744764161355 38.70289717547693442,-83.33300997243381403 38.70293094279954005,-83.33309427050035367 38.70294792577106335,-83.33316805321295817 38.70296494077900462,-83.3332593584126613 38.7029821255801636,-83.33338551464673571 38.70298288819449795,-83.33348389222472008 38.70300551603191508,-83.33357526227744927 38.70302819447799436,-83.33366708531254119 38.7030893136437868,-83.33374151886016534 38.7031612397545004,-83.33381653500926234 38.70328288820105911,-83.33385242395908676 38.70335483503900775,-83.33389901909211517 38.70344322317586716,-83.33396339137752307 38.70355366602904468,-83.33402413457365299 38.70365319306600327,-83.33405307795258921 38.70373042362725613,-83.33409285612573569 38.70383529469817319,-83.33413263792063219 38.70394016573038698,-83.33418287015473425 38.70403976877391727,-83.33421518423885743 38.70410595047365376,-83.33430019924314536 38.70418359054561108,-83.3344097414758096 38.70426135499523213,-83.33452252825676965 38.70431708818530581,-83.33460676657684019 38.70432883424036419,-83.33473285690764953 38.70432410151025948,-83.33483091282990074 38.70431927245300585,-83.33496368632206952 38.70428698902676956,-83.3351106731105773 38.70427137933689465,-83.3352224202503038 38.70423899262954848,-83.33536499182100954 38.70414622991445697,-83.3354796588976825 38.70406439447285862,-83.33560464271342028 38.70396601199391284,-83.33571210697468246 38.70386775369137666,-83.33578842257193742 38.70380211352827615,-83.33591703906974146 38.70371468759472577,-83.33602125822112328 38.70363841901549051,-83.33610802037509302 38.70356725515997454,-83.33621898717913723 38.70346897370838946,-83.33631262573551624 38.70338698798421717,-83.33640295551995791 38.70332124844223642,-83.33652443290411327 38.70322288765474639,-83.33662521180598048 38.70315213511428709,-83.33669457660315061 38.70309178106526815,-83.3367567454360767 38.7030152624759225,-83.33681540375745556 38.70293850849393635,-83.33684953594267597 38.7028616772413514,-83.33691487986153845 38.70275737537004801,-83.33700157459597335 38.70268097506012595,-83.33710566160823419 38.70259346784391852,-83.33727671546787974 38.70253949454626508,-83.33737450525755719 38.70251239946788502,-83.3374865806024161 38.70250776554555472,-83.33763974781319916 38.70337450115020772,-83.33766697213086161 38.70374928753275867,-83.33774146250061676 38.70426658107015783,-83.33747310080849502 38.70469708403146569)))	1113
MULTIPOLYGON(((-83.17961846920046298 38.67613354329050424,-83.18002203652902438 38.67621327916761231,-83.18022557189573263 38.67625296462330908,-83.18039099955389304 38.67633654898770601,-83.18060185673326146 38.67640944177184537,-83.18073517654836735 38.67643229227526547,-83.18086849605337818 38.67645510144021159,-83.18147539214334074 38.67655255130009806,-83.18201212544710188 38.67663861210455423,-83.18255188357007057 38.67667497332229232,-83.18291347684406389 38.67676013731743012,-83.18314503517488845 38.67679995352879274,-83.18338381729019204 38.67686198910433859,-83.1835769018155986 38.67690722494383238,-83.18395574497583311 38.67696482563648885,-83.18403785314082199 38.67697027442963531,-83.18397431052372326 38.67732777455087501,-83.18282581096387673 38.67802888039286557,-83.18263738985110933 38.67837156515106045,-83.18225830989324265 38.67823446327519576,-83.18081195948811057 38.67792390480456532,-83.1796641848292353 38.67787266192416951,-83.17815444691177618 38.67709275337091412,-83.17818664505651327 38.67698060243349545,-83.17924496929065015 38.67607599572225041,-83.17961846920046298 38.67613354329050424)),((-83.18261090268178748 38.672159313776163,-83.18223988615409326 38.67179714320430151,-83.18256863842165671 38.67201444496851082,-83.18307729560874009 38.67247233949204599,-83.18430215586599275 38.67263942257952181,-83.18549192632031009 38.67301011622053863,-83.18583424974950447 38.67390890720701435,-83.18460852083106261 38.67365467003854462,-83.18364226374264092 38.67339887741039917,-83.18278973624066452 38.67340393417907762,-83.1817181692654799 38.67375898813403268,-83.18071653210363081 38.67367773658974528,-83.17904630916743258 38.67345512207902658,-83.17900394760575011 38.67290325038710108,-83.17925922644607795 38.67246586034557509,-83.18032324595762361 38.67132627657895227,-83.18168540011089362 38.67162706670993799,-83.18223988615409326 38.67179714320430151,-83.18200535840580301 38.67181490237252461,-83.18129030175468586 38.67166927015178857,-83.18091936772749762 38.67164240515562312,-83.18092551696520331 38.6722816656215187,-83.18163144615373028 38.67245184639728706,-83.18297214371007442 38.6724568426359312,-83.18261090268178748 38.672159313776163)))	1306
POLYGON((-83.10142268078351435 38.74636185288565571,-83.10157879255345392 38.74637252399798371,-83.1018379749792615 38.74624145096126426,-83.10204992589414985 38.74594616690454529,-83.10253096825016428 38.74564482527169673,-83.102884401957823 38.74546692815188464,-83.10374830992618911 38.7454902057977506,-83.10449723607277406 38.74590323867148811,-83.10539838966458603 38.74613015643855363,-83.10577881418336688 38.74634127030905262,-83.10614828529402587 38.74665436301714294,-83.10637427292945745 38.74679215951383782,-83.10676526476864012 38.74685496293152909,-83.10710853156183475 38.74687168990782027,-83.10766468608790092 38.74687802444339013,-83.1077975378711642 38.7471923586884941,-83.1076911260918223 38.74821539290747552,-83.10761669249276906 38.74859986444847237,-83.10743440864179377 38.74893586216821006,-83.10739186880203988 38.74901488400193017,-83.10713834471660277 38.74929082511246747,-83.10578452655339277 38.74838896813879785,-83.10495773326172753 38.74817657806261906,-83.10332687750616287 38.74765879155160064,-83.1027712372352596 38.74745965382470558,-83.10146197165458659 38.74790321695837036,-83.10035886022342311 38.74779528048898669,-83.10017975489419939 38.74742684284107241,-83.10023183445436246 38.74659265551986209,-83.10057884527891758 38.74631697591198076,-83.10142268078351435 38.74636185288565571))	1129
MULTIPOLYGON(((-83.15927232261182667 38.78349855385223321,-83.1591135233203147 38.78364923748974746,-83.15884578116879311 38.78398845812044016,-83.15914897061108491 38.78422232698634531,-83.15957072406612838 38.78425918373665127,-83.15983129406312457 38.78422627934126865,-83.15997261590703715 38.78413005819938064,-83.16035204430467331 38.78449015837211533,-83.16087829306968615 38.78504788610939613,-83.1607335470713025 38.78514076989225856,-83.16053810682218739 38.78516741649093547,-83.15806682335752953 38.78479862823621005,-83.15769538833347951 38.78460503615774968,-83.15748789012982911 38.78450411198480907,-83.1568342131828615 38.78435467105612133,-83.15655156904870182 38.7843562799534709,-83.15628025065433349 38.7843731835625718,-83.15588518916162286 38.78431833750703106,-83.15569423940246452 38.78423528984773583,-83.15695588512505765 38.78340946655049493,-83.15777802234396177 38.7829708157042603,-83.15798419420805487 38.78278614842400174,-83.15801531264312985 38.78276683017244153,-83.15927232261182667 38.78349855385223321)),((-83.16053992923590954 38.78198351537550792,-83.16012520410318132 38.78007430346622897,-83.16021690910129394 38.78009861689133686,-83.16039261109604297 38.7801324495094093,-83.16059292501273603 38.78017197568572527,-83.16068413144546412 38.78017256814290903,-83.16081113581856243 38.78025009788085242,-83.1609587781337467 38.78028383226992304,-83.16114150220212764 38.78031787887476156,-83.16129291018381764 38.78037913407683845,-83.16145479174299737 38.78043501321659647,-83.16158163969902262 38.78049606564361795,-83.16171210431159011 38.78056833837045758,-83.16185345897847014 38.78067933522343225,-83.16198459172873925 38.78082325194407076,-83.16212295325037474 38.78098909593743571,-83.1623039236671957 38.78121046723938292,-83.16255242888539101 38.78152566877799501,-83.16265560322307238 38.78168047305049981,-83.16273946871353928 38.78175093649830529,-83.16185394715066082 38.78349828854786097,-83.16172325955878364 38.78337319409600781,-83.16156743279805141 38.78316215003734868,-83.16140577329848327 38.7829848572739877,-83.16127528363384158 38.78285073584368092,-83.16115715189296509 38.78272135952546762,-83.1610636763102633 38.78259665788439037,-83.16097621860350841 38.78245747344712413,-83.16084568918080322 38.78231853294308706,-83.16075832229334708 38.78218897998679182,-83.16053992923590954 38.78198351537550792)),((-83.17606124525859457 38.77265306594124183,-83.17688926725863041 38.77220192001313848,-83.17751736273629604 38.7723053395310373,-83.17835205220059436 38.77255035676598283,-83.17861155358079372 38.77295186325792997,-83.17906279398270897 38.7725932646978606,-83.17980887171053439 38.77216174284864536,-83.1806258803985088 38.77201454811421399,-83.18146858561838997 38.77189653710373562,-83.18188545106762888 38.77220675677745731,-83.18219044777551119 38.77255538830528536,-83.18228797102243277 38.77284801628433542,-83.18187061356663037 38.77378690048417553,-83.18203926111894475 38.77467871126849275,-83.18065306144121962 38.77489236010767115,-83.18060283400107835 38.77386158800412375,-83.18065362147005715 38.7735182587354501,-83.18069003073200918 38.77327214056900573,-83.18068726096400667 38.77305044112821975,-83.18056948844998999 38.77294399046780882,-83.1802327523244287 38.77305976442732316,-83.17993349076628817 38.77330001858167208,-83.17987710479195584 38.77452834352957467,-83.17986373182621662 38.77570167245107058,-83.1799935460185651 38.77717941336543106,-83.17999645651930507 38.77748194484296818,-83.17999763716649397 38.77785551695516375,-83.18032381557613064 38.77842325678874147,-83.18036588731887093 38.77890822818768868,-83.17951660213678622 38.7798856940106873,-83.17934435587032738 38.78060026658862114,-83.17834450664432211 38.78065954191716003,-83.17793543830549652 38.78067974474352297,-83.17761509571705858 38.78046806058117113,-83.17722399063214311 38.77998983861925097,-83.17683288733195468 38.77951161535445834,-83.17678418016583919 38.77917375635302477,-83.17499537154498057 38.77902047108710093,-83.17499091750552509 38.77892138846476655,-83.17498466806006263 38.77889766585672504,-83.17495597655877759 38.778568412341059,-83.17495870152565374 38.77826493628844418,-83.17495998957663517 38.7782539895914411,-83.17496903908990191 38.7780996571365506,-83.17496107758337587 38.77800059503771735,-83.17493536636281704 38.77787907202910844,-83.17491651030704247 38.77774111664143675,-83.17486640023858513 38.77763621100880442,-83.17477773204942082 38.77726956493606281,-83.17457777477491732 38.77635958260300697,-83.17482067738198737 38.77584185766222902,-83.17481689783832621 38.77575753236968836,-83.17481399114981855 38.77545307059755686,-83.17479461093668647 38.77526011768534175,-83.17480297562113378 38.77503405318822871,-83.17481244689427911 38.77492390600959737,-83.17483244037582324 38.77481370001793692,-83.17482033719812762 38.77464816226930822,-83.17480557122607365 38.77457110890511416,-83.17520565314076464 38.77401878657966705,-83.17562410083067448 38.77344109689368423,-83.17606124525859457 38.77265306594124183)))	1320
MULTIPOLYGON(((-83.31456942623447048 38.64209638499362143,-83.31565480447115135 38.64134989480459126,-83.31682692466529261 38.64053324431220204,-83.31760141358005001 38.63993393534440912,-83.31843742447892964 38.6396171848040737,-83.31776301441705357 38.64057272576266655,-83.31704770421102069 38.64161836521930127,-83.31632409453615651 38.64283575365924861,-83.31564097624840315 38.64340756366215146,-83.31512112515370916 38.64268982563886823,-83.31456942623447048 38.64209638499362143)),((-83.31399334600699547 38.64257641564648793,-83.31438469405640035 38.64344126486800235,-83.31526068600190627 38.64446737509081231,-83.31529320419183193 38.64493592373523967,-83.31484402715106796 38.64524479305683968,-83.31405612472410382 38.64544059522860664,-83.31375537732520797 38.64528536509405399,-83.31324249613146549 38.644896024186977,-83.31267193071963106 38.64448800492917968,-83.31214286376844314 38.64407322658215804,-83.31289439768281113 38.64338921437347096,-83.31336235748234742 38.64303515322537663,-83.31399334600699547 38.64257641564648793)),((-83.31104953595091445 38.64515410299064513,-83.31156610752043434 38.64600076461174183,-83.3119881349033875 38.64680709333571684,-83.31173534524454283 38.64780228286831942,-83.31112171674132583 38.64811261797323994,-83.30970057439944298 38.64771818670737247,-83.30913602835116194 38.64725310480855569,-83.30993658611721742 38.64661892241676355,-83.31059380801129066 38.64576229346504022,-83.31104953595091445 38.64515410299064513)),((-83.30931494617257727 38.64862893250070641,-83.30919424432823917 38.64890023620746717,-83.30831356927866693 38.64921848435500351,-83.30727071967221775 38.64927434336009782,-83.30615721823930642 38.64888131078599542,-83.30516266421028604 38.64854092665857621,-83.30522830279194579 38.64774913789968736,-83.30618034374707292 38.64748588972074117,-83.30673937517867955 38.6476553437075907,-83.30776334655904236 38.64827228944810145,-83.30931494617257727 38.64862893250070641)),((-83.30774236772533925 38.65001586290868829,-83.30927704866113004 38.64974668283540638,-83.31040474035263799 38.64910709485919682,-83.31113529164046838 38.64895839232150365,-83.31092516923112612 38.64979251034965557,-83.31049734773242221 38.65080043181015412,-83.30946749663704054 38.65116977799855391,-83.30874593250861437 38.65132955459646524,-83.30825204887450752 38.65067061011377803,-83.30774236772533925 38.65001586290868829)),((-83.3110447108175407 38.65524019127644806,-83.31108955969634167 38.6545413089248342,-83.31100356084593272 38.65422573062151201,-83.31116356826157698 38.65395021885270666,-83.31137294957898121 38.65372285523785223,-83.31180900531280997 38.65343266488791585,-83.31272431001485756 38.65342620839732035,-83.31349547266960087 38.65362174442199716,-83.31372405620079746 38.65439534491008544,-83.31359244248007201 38.65496188724360138,-83.31347143734274141 38.65548274953153651,-83.31300528823361162 38.65532338873564555,-83.31239948811860074 38.65501682618207013,-83.31179931240852454 38.65520035388064457,-83.31143470869899659 38.65546789856890797,-83.3110447108175407 38.65524019127644806)),((-83.30737009494458789 38.65268865837965961,-83.30777323980213112 38.65226750354901242,-83.30827588630478431 38.65184966598035032,-83.30917889857782654 38.65167201634113781,-83.30991551651801785 38.65159167138887852,-83.3099912783740848 38.65202715995421556,-83.31000368112717069 38.65243091071433668,-83.31004960933523762 38.65274506918943587,-83.31023041280494112 38.65307053045750507,-83.30994277053575559 38.65353194226269551,-83.30950375243422457 38.65356373940915091,-83.30913303662886449 38.65316438229913842,-83.30869172514913146 38.65299521118189574,-83.30836320205359868 38.65308365352728259,-83.30803697157185184 38.65337306012672514,-83.30774492914115115 38.65362600068952048,-83.3075384282394964 38.65307316071009325,-83.30737009494458789 38.65268865837965961)),((-83.30447896206635505 38.649600755115749,-83.3051760834511299 38.65015584885099997,-83.30624183015950734 38.65066495245160638,-83.30735307249805999 38.65119577057272693,-83.30754448577293658 38.65156781534137309,-83.30725109752239632 38.65188556762933558,-83.3063684299927445 38.65178781835701471,-83.30526774172469118 38.65164575716497808,-83.30469144480724708 38.651865177084062,-83.30455759352211942 38.65147125886208812,-83.30458910884402712 38.65116324604068154,-83.30494401978405961 38.65065879033379304,-83.30447896206635505 38.649600755115749)),((-83.30325694338336007 38.65430387296959935,-83.30447645974723514 38.65424500177873313,-83.30541265508448134 38.65442506453851479,-83.30636066029732945 38.65407389030485774,-83.30665944877787865 38.6545886085647723,-83.30718610036100813 38.65581951861400967,-83.30697361703539627 38.65645266449769224,-83.30645084130719624 38.65599223230967851,-83.30586776152786399 38.65552621478341422,-83.30493557224127699 38.65545997102661602,-83.30354038988481591 38.65501664781105262,-83.30325694338336007 38.65430387296959935)))	1302
